Pincode,Dealer,Model,Month,Financial_Year,Units_Sold
500003,kal2,ert,Jun-26,FY 25-26,48
500004,rk1,wag,Apr-24,FY 24-25,37
500004,var1,ert,Apr-24,FY 24-25,26
500004,kal2,Alt,Apr-24,FY 24-25,29
500004,ada2,ert,May-24,FY 24-25,5
500004,jay2,des,May-24,FY 24-25,30
500004,kal2,swi,May-24,FY 24-25,10
500004,kal1,Alt,Jun-24,FY 24-25,42
500004,var1,des,Jun-24,FY 24-25,11
500004,jay1,des,Jun-24,FY 24-25,50
500004,ada2,wag,Jul-24,FY 24-25,29
500004,kal2,eec,Jul-24,FY 24-25,45
500004,ada1,eec,Jul-24,FY 24-25,38
500004,var2,swi,Aug-24,FY 24-25,31
500004,kal2,Alt,Aug-24,FY 24-25,23
500004,ada2,wag,Aug-24,FY 24-25,12
500004,jay2,spr,Sep-24,FY 24-25,11
500004,kal1,ert,Sep-24,FY 24-25,33
500004,ace1,eec,Sep-24,FY 24-25,6
500004,ada1,des,Oct-24,FY 24-25,24
500004,jay2,bre,Oct-24,FY 24-25,42
500004,ace1,swi,Oct-24,FY 24-25,11
500004,rk2,des,Nov-24,FY 24-25,48
500004,kal1,bre,Nov-24,FY 24-25,12
500004,ace1,spr,Nov-24,FY 24-25,13
500004,ace1,swi,Dec-24,FY 24-25,25
500004,jay2,Alt,Dec-24,FY 24-25,11
500004,rk2,ert,Dec-24,FY 24-25,24
500004,kal1,spr,Jan-25,FY 25-26,11
500004,rk2,cel,Jan-25,FY 25-26,23
500004,var1,ert,Jan-25,FY 25-26,28
500004,jay2,eec,Feb-25,FY 25-26,12
500004,kal1,spr,Feb-25,FY 25-26,28
500004,jay1,Alt,Feb-25,FY 25-26,33
500004,kal1,eec,Mar-25,FY 25-26,18
500004,kal2,spr,Mar-25,FY 25-26,28
500004,ace1,Alt,Mar-25,FY 25-26,38
500004,ada2,swi,Apr-25,FY 25-26,16
500004,jay1,eec,Apr-25,FY 25-26,35
500004,jay2,Alt,Apr-25,FY 25-26,10
500004,var1,des,May-25,FY 25-26,35
500004,ada2,eec,May-25,FY 25-26,48
500004,kal2,spr,May-25,FY 25-26,35
500004,var1,spr,Jun-25,FY 25-26,10
500004,ace1,wag,Jun-25,FY 25-26,33
500004,ada2,bre,Jun-25,FY 25-26,22
500004,rk2,bre,Jul-25,FY 25-26,47
500004,ace1,Alt,Jul-25,FY 25-26,37
500004,ada2,ert,Jul-25,FY 25-26,17
500004,var1,des,Aug-25,FY 25-26,11
500004,rk2,Alt,Aug-25,FY 25-26,11
500004,rk1,bre,Aug-25,FY 25-26,45
500004,rk1,bre,Sep-25,FY 25-26,14
500004,jay1,des,Sep-25,FY 25-26,24
500004,jay2,swi,Sep-25,FY 25-26,24
500004,ada2,bre,Oct-25,FY 25-26,50
500004,ace1,swi,Oct-25,FY 25-26,10
500004,rk1,Alt,Oct-25,FY 25-26,47
500004,ace1,eec,Nov-25,FY 25-26,33
500004,ada1,spr,Nov-25,FY 25-26,23
500004,jay2,bre,Nov-25,FY 25-26,19
500004,ace1,wag,Dec-25,FY 25-26,17
500004,rk2,ert,Dec-25,FY 25-26,43
500004,var2,ert,Dec-25,FY 25-26,32
500004,var1,Alt,Jan-26,FY 25-26,7
500004,ada1,swi,Jan-26,FY 25-26,21
500004,kal1,eec,Jan-26,FY 25-26,37
500004,kal2,Alt,Feb-26,FY 25-26,46
500004,jay2,des,Feb-26,FY 25-26,28
500004,ada2,spr,Feb-26,FY 25-26,14
500004,var1,spr,Mar-26,FY 25-26,9
500004,kal2,swi,Mar-26,FY 25-26,45
500004,ada1,des,Mar-26,FY 25-26,23
500004,jay2,wag,Apr-26,FY 25-26,41
500004,ace1,bre,Apr-26,FY 25-26,44
500004,ada2,wag,Apr-26,FY 25-26,44
500004,ada1,ert,May-26,FY 25-26,47
500004,var1,eec,May-26,FY 25-26,46
500004,jay2,cel,May-26,FY 25-26,50
500004,jay1,swi,Jun-26,FY 25-26,26
500004,var1,des,Jun-26,FY 25-26,40
500004,jay2,spr,Jun-26,FY 25-26,34
500005,ada2,wag,Apr-24,FY 24-25,12
500005,var1,Alt,Apr-24,FY 24-25,29
500005,kal1,des,Apr-24,FY 24-25,32
500005,rk1,des,May-24,FY 24-25,23
500005,ada1,Alt,May-24,FY 24-25,43
500005,jay2,eec,May-24,FY 24-25,18
500005,kal2,bre,Jun-24,FY 24-25,17
500005,ace1,eec,Jun-24,FY 24-25,5
500005,var1,swi,Jun-24,FY 24-25,41
500005,ada1,ert,Jul-24,FY 24-25,45
500005,var1,wag,Jul-24,FY 24-25,7
500005,jay2,Alt,Jul-24,FY 24-25,23
500005,var2,des,Aug-24,FY 24-25,40
500005,var1,spr,Aug-24,FY 24-25,6
500005,ace1,bre,Aug-24,FY 24-25,26
500005,ada1,spr,Sep-24,FY 24-25,39
500005,ace1,swi,Sep-24,FY 24-25,11
500005,rk1,ert,Sep-24,FY 24-25,48
500005,kal2,eec,Oct-24,FY 24-25,20
500005,ace1,ert,Oct-24,FY 24-25,37
500005,ada1,ert,Oct-24,FY 24-25,18
500005,ada2,spr,Nov-24,FY 24-25,17
500005,var1,eec,Nov-24,FY 24-25,35
500005,ada1,wag,Nov-24,FY 24-25,42
500005,rk1,des,Dec-24,FY 24-25,43
500005,ada2,swi,Dec-24,FY 24-25,5
500005,ace1,bre,Dec-24,FY 24-25,24
500005,jay1,bre,Jan-25,FY 25-26,9
500005,rk2,spr,Jan-25,FY 25-26,38
500005,ace1,des,Jan-25,FY 25-26,8
500005,kal2,des,Feb-25,FY 25-26,14
500005,rk2,des,Feb-25,FY 25-26,24
500005,kal1,ert,Feb-25,FY 25-26,39
500005,ada1,ert,Mar-25,FY 25-26,37
500005,jay1,wag,Mar-25,FY 25-26,22
500005,var2,cel,Mar-25,FY 25-26,50
500005,rk1,spr,Apr-25,FY 25-26,15
500005,kal2,swi,Apr-25,FY 25-26,24
500005,rk2,cel,Apr-25,FY 25-26,32
500005,rk1,ert,May-25,FY 25-26,49
500005,ace1,des,May-25,FY 25-26,35
500005,jay2,cel,May-25,FY 25-26,34
500005,kal2,cel,Jun-25,FY 25-26,21
500005,var1,des,Jun-25,FY 25-26,40
500005,rk1,bre,Jun-25,FY 25-26,25
500005,ada2,wag,Jul-25,FY 25-26,12
500005,var2,bre,Jul-25,FY 25-26,35
500005,rk2,swi,Jul-25,FY 25-26,46
500005,jay1,ert,Aug-25,FY 25-26,36
500005,rk1,bre,Aug-25,FY 25-26,50
500005,ace1,wag,Aug-25,FY 25-26,44
500005,kal2,bre,Sep-25,FY 25-26,5
500005,rk2,spr,Sep-25,FY 25-26,49
500005,var1,eec,Sep-25,FY 25-26,15
500005,jay1,ert,Oct-25,FY 25-26,41
500005,var1,des,Oct-25,FY 25-26,40
500005,rk1,spr,Oct-25,FY 25-26,14
500005,kal1,cel,Nov-25,FY 25-26,46
500005,jay2,Alt,Nov-25,FY 25-26,7
500005,rk1,Alt,Nov-25,FY 25-26,41
500005,rk1,swi,Dec-25,FY 25-26,7
500005,jay1,Alt,Dec-25,FY 25-26,32
500005,ace1,spr,Dec-25,FY 25-26,34
500005,ada2,des,Jan-26,FY 25-26,25
500005,ace1,swi,Jan-26,FY 25-26,7
500005,rk2,ert,Jan-26,FY 25-26,42
500005,kal2,des,Feb-26,FY 25-26,12
500005,var1,wag,Feb-26,FY 25-26,36
500005,jay1,bre,Feb-26,FY 25-26,27
500005,ada1,bre,Mar-26,FY 25-26,40
500005,var1,des,Mar-26,FY 25-26,36
500005,kal2,eec,Mar-26,FY 25-26,27
500005,var1,swi,Apr-26,FY 25-26,7
500005,ace1,swi,Apr-26,FY 25-26,14
500005,rk1,swi,Apr-26,FY 25-26,8
500005,ada2,bre,May-26,FY 25-26,38
500005,jay2,swi,May-26,FY 25-26,14
500005,kal2,cel,May-26,FY 25-26,45
500005,ada2,bre,Jun-26,FY 25-26,28
500005,var1,spr,Jun-26,FY 25-26,42
500005,kal2,wag,Jun-26,FY 25-26,28
500006,jay2,Alt,Apr-24,FY 24-25,5
500006,ace1,spr,Apr-24,FY 24-25,49
500006,kal2,ert,Apr-24,FY 24-25,7
500006,kal1,ert,May-24,FY 24-25,23
500006,ada2,ert,May-24,FY 24-25,24
500006,var2,cel,May-24,FY 24-25,14
500006,kal1,eec,Jun-24,FY 24-25,49
500006,ada2,des,Jun-24,FY 24-25,44
500006,kal2,spr,Jun-24,FY 24-25,38
500006,jay1,eec,Jul-24,FY 24-25,35
500006,jay2,swi,Jul-24,FY 24-25,32
500006,var1,cel,Jul-24,FY 24-25,25
500006,rk2,eec,Aug-24,FY 24-25,46
500006,ace1,ert,Aug-24,FY 24-25,33
500006,kal1,des,Aug-24,FY 24-25,42
500006,jay2,swi,Sep-24,FY 24-25,38
500006,ace1,eec,Sep-24,FY 24-25,13
500006,ada1,des,Sep-24,FY 24-25,22
500006,ada2,bre,Oct-24,FY 24-25,23
500006,ace1,eec,Oct-24,FY 24-25,16
500006,jay1,des,Oct-24,FY 24-25,31
500006,rk2,bre,Nov-24,FY 24-25,31
500006,ada1,swi,Nov-24,FY 24-25,11
500006,kal1,swi,Nov-24,FY 24-25,34
500006,kal1,des,Dec-24,FY 24-25,24
500006,var1,swi,Dec-24,FY 24-25,9
500006,rk1,wag,Dec-24,FY 24-25,14
500006,var2,cel,Jan-25,FY 25-26,34
500006,jay2,bre,Jan-25,FY 25-26,29
500006,rk1,ert,Jan-25,FY 25-26,7
500006,jay2,ert,Feb-25,FY 25-26,45
500006,rk2,cel,Feb-25,FY 25-26,39
500006,ada1,eec,Feb-25,FY 25-26,17
500006,ace1,bre,Mar-25,FY 25-26,45
500006,ada1,ert,Mar-25,FY 25-26,36
500006,jay2,swi,Mar-25,FY 25-26,50
500006,jay2,cel,Apr-25,FY 25-26,45
500006,ada2,ert,Apr-25,FY 25-26,22
500006,var1,swi,Apr-25,FY 25-26,24
500006,ace1,spr,May-25,FY 25-26,47
500006,jay1,cel,May-25,FY 25-26,49
500006,ada1,spr,May-25,FY 25-26,39
500006,ada1,wag,Jun-25,FY 25-26,16
500006,ada2,spr,Jun-25,FY 25-26,44
500006,ace1,Alt,Jun-25,FY 25-26,46
500006,jay1,ert,Jul-25,FY 25-26,14
500006,jay2,spr,Jul-25,FY 25-26,47
500006,ace1,des,Jul-25,FY 25-26,31
500006,var2,swi,Aug-25,FY 25-26,37
500006,rk1,swi,Aug-25,FY 25-26,47
500006,ace1,Alt,Aug-25,FY 25-26,5
500006,ada2,eec,Sep-25,FY 25-26,7
500006,rk2,des,Sep-25,FY 25-26,41
500006,var1,cel,Sep-25,FY 25-26,27
500006,jay1,Alt,Oct-25,FY 25-26,5
500006,var1,wag,Oct-25,FY 25-26,21
500006,kal1,Alt,Oct-25,FY 25-26,45
500006,rk1,des,Nov-25,FY 25-26,19
500006,jay1,cel,Nov-25,FY 25-26,49
500006,var1,cel,Nov-25,FY 25-26,21
500006,rk2,ert,Dec-25,FY 25-26,19
500006,kal1,swi,Dec-25,FY 25-26,36
500006,rk1,bre,Dec-25,FY 25-26,38
500006,var1,des,Jan-26,FY 25-26,46
500006,ada1,spr,Jan-26,FY 25-26,18
500006,ada2,cel,Jan-26,FY 25-26,34
500006,kal1,bre,Feb-26,FY 25-26,20
500006,jay2,eec,Feb-26,FY 25-26,19
500006,var1,swi,Feb-26,FY 25-26,36
500006,ada1,bre,Mar-26,FY 25-26,13
500006,var1,eec,Mar-26,FY 25-26,17
500006,ada2,ert,Mar-26,FY 25-26,11
500006,ada1,ert,Apr-26,FY 25-26,22
500006,var1,bre,Apr-26,FY 25-26,30
500006,kal1,des,Apr-26,FY 25-26,45
500006,ada2,spr,May-26,FY 25-26,31
500006,rk2,spr,May-26,FY 25-26,12
500006,kal2,wag,May-26,FY 25-26,34
500006,kal2,cel,Jun-26,FY 25-26,31
500006,kal1,bre,Jun-26,FY 25-26,16
500006,ada1,swi,Jun-26,FY 25-26,45
500007,rk1,eec,Apr-24,FY 24-25,8
500007,ada2,spr,Apr-24,FY 24-25,5
500007,ada1,eec,Apr-24,FY 24-25,48
500007,ace1,spr,May-24,FY 24-25,40
500007,kal2,wag,May-24,FY 24-25,33
500007,jay1,wag,May-24,FY 24-25,38
500007,rk1,bre,Jun-24,FY 24-25,32
500007,ace1,wag,Jun-24,FY 24-25,43
500007,kal1,swi,Jun-24,FY 24-25,33
500007,jay1,cel,Jul-24,FY 24-25,49
500007,rk2,bre,Jul-24,FY 24-25,27
500007,kal1,ert,Jul-24,FY 24-25,50
500007,jay1,Alt,Aug-24,FY 24-25,16
500007,var1,ert,Aug-24,FY 24-25,38
500007,rk2,spr,Aug-24,FY 24-25,10
500007,jay2,eec,Sep-24,FY 24-25,5
500007,var2,wag,Sep-24,FY 24-25,18
500007,rk1,des,Sep-24,FY 24-25,28
500007,kal1,eec,Oct-24,FY 24-25,46
500007,jay2,Alt,Oct-24,FY 24-25,29
500007,rk1,swi,Oct-24,FY 24-25,39
500007,rk2,cel,Nov-24,FY 24-25,21
500007,var1,eec,Nov-24,FY 24-25,49
500007,kal1,wag,Nov-24,FY 24-25,46
500007,var1,wag,Dec-24,FY 24-25,28
500007,rk1,cel,Dec-24,FY 24-25,15
500007,ada2,eec,Dec-24,FY 24-25,30
500007,kal2,swi,Jan-25,FY 25-26,5
500007,rk1,swi,Jan-25,FY 25-26,34
500007,ace1,wag,Jan-25,FY 25-26,48
500007,kal2,spr,Feb-25,FY 25-26,8
500007,kal1,des,Feb-25,FY 25-26,45
500007,ada1,cel,Feb-25,FY 25-26,33
500007,rk2,bre,Mar-25,FY 25-26,45
500007,ada1,spr,Mar-25,FY 25-26,41
500007,jay2,swi,Mar-25,FY 25-26,13
500007,ace1,spr,Apr-25,FY 25-26,28
500007,var2,des,Apr-25,FY 25-26,32
500007,jay1,swi,Apr-25,FY 25-26,47
500007,ace1,eec,May-25,FY 25-26,16
500007,kal2,ert,May-25,FY 25-26,46
500007,ada1,swi,May-25,FY 25-26,5
500007,ada2,spr,Jun-25,FY 25-26,11
500007,jay2,Alt,Jun-25,FY 25-26,49
500007,rk2,des,Jun-25,FY 25-26,25
500007,ada2,des,Jul-25,FY 25-26,23
500007,ace1,ert,Jul-25,FY 25-26,42
500007,var1,eec,Jul-25,FY 25-26,21
500007,rk1,cel,Aug-25,FY 25-26,7
500007,jay1,swi,Aug-25,FY 25-26,42
500007,rk2,Alt,Aug-25,FY 25-26,5
500007,ace1,bre,Sep-25,FY 25-26,46
500007,rk1,des,Sep-25,FY 25-26,24
500007,kal1,bre,Sep-25,FY 25-26,19
500007,ada2,spr,Oct-25,FY 25-26,37
500007,jay1,wag,Oct-25,FY 25-26,33
500007,ada1,ert,Oct-25,FY 25-26,41
500007,ace1,bre,Nov-25,FY 25-26,11
500007,var1,eec,Nov-25,FY 25-26,17
500007,ada2,wag,Nov-25,FY 25-26,13
500007,rk2,wag,Dec-25,FY 25-26,6
500007,jay1,cel,Dec-25,FY 25-26,6
500007,ada2,swi,Dec-25,FY 25-26,44
500007,ada1,cel,Jan-26,FY 25-26,30
500007,jay1,wag,Jan-26,FY 25-26,29
500007,ace1,cel,Jan-26,FY 25-26,19
500007,kal1,ert,Feb-26,FY 25-26,18
500007,kal2,wag,Feb-26,FY 25-26,29
500007,var1,swi,Feb-26,FY 25-26,31
500007,rk2,swi,Mar-26,FY 25-26,48
500007,jay1,ert,Mar-26,FY 25-26,12
500007,ada2,Alt,Mar-26,FY 25-26,21
500007,var1,wag,Apr-26,FY 25-26,43
500007,ada1,swi,Apr-26,FY 25-26,50
500007,kal1,ert,Apr-26,FY 25-26,21
500007,jay2,ert,May-26,FY 25-26,32
500007,kal1,wag,May-26,FY 25-26,32
500007,var2,cel,May-26,FY 25-26,30
500007,ace1,des,Jun-26,FY 25-26,17
500007,var1,ert,Jun-26,FY 25-26,27
500007,var2,spr,Jun-26,FY 25-26,44
500264,kal1,bre,Apr-24,FY 24-25,20
500264,kal2,Alt,Apr-24,FY 24-25,21
500264,jay1,wag,Apr-24,FY 24-25,49
500264,var1,cel,May-24,FY 24-25,8
500264,jay1,wag,May-24,FY 24-25,23
500264,rk2,wag,May-24,FY 24-25,47
500264,ada1,eec,Jun-24,FY 24-25,16
500264,ada2,wag,Jun-24,FY 24-25,47
500264,jay2,des,Jun-24,FY 24-25,21
500264,rk1,Alt,Jul-24,FY 24-25,41
500264,kal1,swi,Jul-24,FY 24-25,26
500264,kal2,Alt,Jul-24,FY 24-25,13
500264,kal1,spr,Aug-24,FY 24-25,28
500264,var2,wag,Aug-24,FY 24-25,45
500264,ace1,swi,Aug-24,FY 24-25,18
500264,rk2,swi,Sep-24,FY 24-25,15
500264,rk1,wag,Sep-24,FY 24-25,42
500264,jay2,cel,Sep-24,FY 24-25,6
500264,ada1,swi,Oct-24,FY 24-25,44
500264,var1,Alt,Oct-24,FY 24-25,32
500264,jay2,bre,Oct-24,FY 24-25,32
500264,var1,bre,Nov-24,FY 24-25,32
500264,jay2,cel,Nov-24,FY 24-25,48
500264,jay1,swi,Nov-24,FY 24-25,46
500264,jay1,eec,Dec-24,FY 24-25,35
500264,ada2,Alt,Dec-24,FY 24-25,27
500264,kal1,des,Dec-24,FY 24-25,50
500264,ace1,bre,Jan-25,FY 25-26,46
500264,kal2,wag,Jan-25,FY 25-26,30
500264,var2,ert,Jan-25,FY 25-26,39
500264,rk1,eec,Feb-25,FY 25-26,34
500264,ace1,bre,Feb-25,FY 25-26,24
500264,var1,cel,Feb-25,FY 25-26,48
500264,jay2,bre,Mar-25,FY 25-26,25
500264,kal1,eec,Mar-25,FY 25-26,35
500264,ace1,wag,Mar-25,FY 25-26,28
500264,kal1,spr,Apr-25,FY 25-26,8
500264,jay2,swi,Apr-25,FY 25-26,29
500264,ada2,Alt,Apr-25,FY 25-26,38
500264,rk2,cel,May-25,FY 25-26,18
500264,var1,des,May-25,FY 25-26,39
500264,ada1,eec,May-25,FY 25-26,10
500264,ada2,bre,Jun-25,FY 25-26,18
500264,rk1,eec,Jun-25,FY 25-26,20
500264,kal2,bre,Jun-25,FY 25-26,49
500264,jay2,ert,Jul-25,FY 25-26,39
500264,ada1,cel,Jul-25,FY 25-26,21
500264,ada2,ert,Jul-25,FY 25-26,35
500264,rk2,wag,Aug-25,FY 25-26,31
500264,ada1,ert,Aug-25,FY 25-26,24
500264,rk1,Alt,Aug-25,FY 25-26,16
500264,rk2,swi,Sep-25,FY 25-26,20
500264,kal2,swi,Sep-25,FY 25-26,40
500264,ace1,des,Sep-25,FY 25-26,35
500264,var2,Alt,Oct-25,FY 25-26,35
500264,ada2,Alt,Oct-25,FY 25-26,46
500264,var1,spr,Oct-25,FY 25-26,10
500264,kal1,wag,Nov-25,FY 25-26,27
500264,ada1,ert,Nov-25,FY 25-26,10
500264,jay1,des,Nov-25,FY 25-26,41
500264,ada2,bre,Dec-25,FY 25-26,16
500264,rk1,bre,Dec-25,FY 25-26,22
500264,ace1,eec,Dec-25,FY 25-26,18
500264,kal2,ert,Jan-26,FY 25-26,7
500264,jay1,ert,Jan-26,FY 25-26,6
500264,ace1,swi,Jan-26,FY 25-26,34
500264,ace1,ert,Feb-26,FY 25-26,11
500264,kal1,cel,Feb-26,FY 25-26,9
500264,ada1,swi,Feb-26,FY 25-26,45
500264,jay1,des,Mar-26,FY 25-26,21
500264,kal1,des,Mar-26,FY 25-26,14
500264,var1,Alt,Mar-26,FY 25-26,44
500264,ada2,swi,Apr-26,FY 25-26,15
500264,kal1,eec,Apr-26,FY 25-26,22
500264,jay2,eec,Apr-26,FY 25-26,49
500264,kal2,des,May-26,FY 25-26,26
500264,ace1,wag,May-26,FY 25-26,39
500264,var1,cel,May-26,FY 25-26,24
500264,rk1,cel,Jun-26,FY 25-26,6
500264,kal1,wag,Jun-26,FY 25-26,5
500264,ada2,wag,Jun-26,FY 25-26,38
500008,ada2,swi,Apr-24,FY 24-25,39
500008,ada1,spr,Apr-24,FY 24-25,41
500008,jay1,des,Apr-24,FY 24-25,20
500008,var2,swi,May-24,FY 24-25,42
500008,ada2,ert,May-24,FY 24-25,15
500008,var1,ert,May-24,FY 24-25,27
500008,ace1,eec,Jun-24,FY 24-25,32
500008,jay2,bre,Jun-24,FY 24-25,16
500008,rk1,ert,Jun-24,FY 24-25,23
500008,ace1,spr,Jul-24,FY 24-25,33
500008,var1,des,Jul-24,FY 24-25,36
500008,rk2,spr,Jul-24,FY 24-25,35
500008,rk2,Alt,Aug-24,FY 24-25,8
500008,kal2,ert,Aug-24,FY 24-25,43
500008,ada1,swi,Aug-24,FY 24-25,35
500008,ace1,wag,Sep-24,FY 24-25,44
500008,jay1,ert,Sep-24,FY 24-25,9
500008,ada2,wag,Sep-24,FY 24-25,36
500008,rk1,bre,Oct-24,FY 24-25,27
500008,rk2,cel,Oct-24,FY 24-25,35
500008,jay1,eec,Oct-24,FY 24-25,7
500008,kal2,eec,Nov-24,FY 24-25,21
500008,var2,cel,Nov-24,FY 24-25,6
500008,kal1,swi,Nov-24,FY 24-25,27
500008,jay2,eec,Dec-24,FY 24-25,44
500008,kal1,des,Dec-24,FY 24-25,29
500008,ace1,bre,Dec-24,FY 24-25,39
500008,jay1,cel,Jan-25,FY 25-26,22
500008,jay2,bre,Jan-25,FY 25-26,46
500008,ada2,eec,Jan-25,FY 25-26,47
500008,kal1,spr,Feb-25,FY 25-26,41
500008,ace1,spr,Feb-25,FY 25-26,49
500008,jay1,eec,Feb-25,FY 25-26,50
500008,var2,bre,Mar-25,FY 25-26,17
500008,var1,swi,Mar-25,FY 25-26,15
500008,rk1,des,Mar-25,FY 25-26,24
500008,rk1,eec,Apr-25,FY 25-26,33
500008,var2,bre,Apr-25,FY 25-26,44
500008,ada2,swi,Apr-25,FY 25-26,5
500008,jay2,ert,May-25,FY 25-26,29
500008,var1,cel,May-25,FY 25-26,23
500008,rk2,des,May-25,FY 25-26,5
500008,ace1,Alt,Jun-25,FY 25-26,50
500008,var2,wag,Jun-25,FY 25-26,18
500008,rk2,wag,Jun-25,FY 25-26,18
500008,kal1,cel,Jul-25,FY 25-26,32
500008,jay1,eec,Jul-25,FY 25-26,6
500008,rk1,Alt,Jul-25,FY 25-26,48
500008,rk1,spr,Aug-25,FY 25-26,34
500008,ace1,swi,Aug-25,FY 25-26,37
500008,var2,bre,Aug-25,FY 25-26,49
500008,ada2,cel,Sep-25,FY 25-26,36
500008,rk1,ert,Sep-25,FY 25-26,18
500008,rk2,Alt,Sep-25,FY 25-26,41
500008,var2,Alt,Oct-25,FY 25-26,46
500008,var1,bre,Oct-25,FY 25-26,15
500008,ada1,cel,Oct-25,FY 25-26,39
500008,var2,ert,Nov-25,FY 25-26,26
500008,jay2,cel,Nov-25,FY 25-26,23
500008,ace1,swi,Nov-25,FY 25-26,12
500008,var2,eec,Dec-25,FY 25-26,40
500008,kal2,eec,Dec-25,FY 25-26,28
500008,jay2,spr,Dec-25,FY 25-26,34
500008,jay2,ert,Jan-26,FY 25-26,17
500008,kal2,Alt,Jan-26,FY 25-26,43
500008,rk2,des,Jan-26,FY 25-26,24
500008,ada2,eec,Feb-26,FY 25-26,10
500008,ace1,eec,Feb-26,FY 25-26,11
500008,var2,Alt,Feb-26,FY 25-26,7
500008,rk1,des,Mar-26,FY 25-26,41
500008,rk2,bre,Mar-26,FY 25-26,26
500008,var2,eec,Mar-26,FY 25-26,30
500008,rk2,des,Apr-26,FY 25-26,16
500008,kal2,bre,Apr-26,FY 25-26,29
500008,ada2,ert,Apr-26,FY 25-26,9
500008,var2,Alt,May-26,FY 25-26,36
500008,kal2,eec,May-26,FY 25-26,8
500008,rk2,spr,May-26,FY 25-26,24
500008,rk2,bre,Jun-26,FY 25-26,32
500008,kal1,ert,Jun-26,FY 25-26,26
500008,rk1,ert,Jun-26,FY 25-26,44
500009,rk2,cel,Apr-24,FY 24-25,28
500009,ace1,spr,Apr-24,FY 24-25,10
500009,ada1,wag,Apr-24,FY 24-25,24
500009,var2,cel,May-24,FY 24-25,49
500009,jay2,swi,May-24,FY 24-25,8
500009,var1,cel,May-24,FY 24-25,36
500009,ace1,spr,Jun-24,FY 24-25,12
500009,kal1,Alt,Jun-24,FY 24-25,21
500009,rk1,wag,Jun-24,FY 24-25,46
500009,ada1,des,Jul-24,FY 24-25,7
500009,ace1,ert,Jul-24,FY 24-25,42
500009,ada2,swi,Jul-24,FY 24-25,10
500009,ace1,spr,Aug-24,FY 24-25,23
500009,ada1,des,Aug-24,FY 24-25,30
500009,ada2,ert,Aug-24,FY 24-25,23
500009,var2,bre,Sep-24,FY 24-25,7
500009,ada1,swi,Sep-24,FY 24-25,5
500009,rk1,des,Sep-24,FY 24-25,16
500009,ada2,bre,Oct-24,FY 24-25,50
500009,kal2,spr,Oct-24,FY 24-25,35
500009,rk2,des,Oct-24,FY 24-25,8
500009,jay1,bre,Nov-24,FY 24-25,19
500009,ada1,swi,Nov-24,FY 24-25,39
500009,kal1,des,Nov-24,FY 24-25,13
500009,var2,wag,Dec-24,FY 24-25,41
500009,ada1,wag,Dec-24,FY 24-25,20
500009,kal1,wag,Dec-24,FY 24-25,15
500009,var2,des,Jan-25,FY 25-26,44
500009,jay2,eec,Jan-25,FY 25-26,37
500009,ada1,ert,Jan-25,FY 25-26,32
500009,ada2,swi,Feb-25,FY 25-26,6
500009,kal2,cel,Feb-25,FY 25-26,47
500009,kal1,wag,Feb-25,FY 25-26,10
500009,rk1,Alt,Mar-25,FY 25-26,9
500009,ada2,bre,Mar-25,FY 25-26,40
500009,ace1,swi,Mar-25,FY 25-26,24
500009,rk1,ert,Apr-25,FY 25-26,6
500009,jay1,cel,Apr-25,FY 25-26,17
500009,var1,ert,Apr-25,FY 25-26,15
500009,ace1,bre,May-25,FY 25-26,28
500009,ada1,wag,May-25,FY 25-26,27
500009,ada2,spr,May-25,FY 25-26,15
500009,var2,bre,Jun-25,FY 25-26,13
500009,ada1,cel,Jun-25,FY 25-26,16
500009,rk1,swi,Jun-25,FY 25-26,31
500009,kal2,eec,Jul-25,FY 25-26,17
500009,jay1,bre,Jul-25,FY 25-26,41
500009,ada2,swi,Jul-25,FY 25-26,29
500009,ace1,cel,Aug-25,FY 25-26,19
500009,rk1,cel,Aug-25,FY 25-26,12
500009,kal1,swi,Aug-25,FY 25-26,12
500009,kal2,eec,Sep-25,FY 25-26,5
500009,rk1,Alt,Sep-25,FY 25-26,17
500009,jay1,eec,Sep-25,FY 25-26,9
500009,ace1,Alt,Oct-25,FY 25-26,10
500009,jay1,eec,Oct-25,FY 25-26,9
500009,jay2,eec,Oct-25,FY 25-26,38
500009,rk1,eec,Nov-25,FY 25-26,18
500009,jay1,swi,Nov-25,FY 25-26,40
500009,var2,swi,Nov-25,FY 25-26,9
500009,rk2,eec,Dec-25,FY 25-26,17
500009,jay1,wag,Dec-25,FY 25-26,11
500009,jay2,wag,Dec-25,FY 25-26,49
500009,var1,bre,Jan-26,FY 25-26,44
500009,jay2,Alt,Jan-26,FY 25-26,27
500009,ace1,swi,Jan-26,FY 25-26,48
500009,jay2,Alt,Feb-26,FY 25-26,21
500009,rk1,eec,Feb-26,FY 25-26,33
500009,rk2,cel,Feb-26,FY 25-26,18
500009,kal2,wag,Mar-26,FY 25-26,22
500009,ace1,bre,Mar-26,FY 25-26,10
500009,var2,Alt,Mar-26,FY 25-26,25
500009,var1,swi,Apr-26,FY 25-26,40
500009,ada2,spr,Apr-26,FY 25-26,17
500009,ada1,eec,Apr-26,FY 25-26,36
500009,jay1,swi,May-26,FY 25-26,16
500009,kal1,eec,May-26,FY 25-26,14
500009,ace1,cel,May-26,FY 25-26,36
500009,ada1,swi,Jun-26,FY 25-26,9
500009,rk2,eec,Jun-26,FY 25-26,41
